,Stationsnummer,2 clusters,3 clusters,4 clusters,5 clusters,6 clusters,7 clusters,8 clusters,9 clusters,10 clusters,11 clusters,12 clusters,13 clusters,14 clusters,15 clusters,16 clusters,17 clusters,18 clusters,19 clusters,20 clusters,21 clusters,22 clusters,23 clusters,24 clusters,25 clusters,26 clusters,27 clusters,28 clusters,29 clusters,30 clusters,31 clusters,32 clusters,33 clusters,34 clusters,35 clusters,36 clusters,37 clusters,38 clusters,39 clusters,40 clusters,41 clusters,42 clusters,43 clusters,44 clusters,45 clusters,46 clusters,47 clusters,48 clusters,49 clusters,50 clusters,51 clusters,52 clusters,53 clusters,54 clusters,55 clusters,56 clusters,57 clusters,58 clusters,59 clusters,60 clusters,61 clusters,62 clusters,63 clusters,64 clusters,65 clusters,66 clusters,67 clusters,68 clusters,69 clusters,70 clusters,71 clusters
52,2410.0,1,1,1,0,1,1,4,1,1,6,6,1,3,3,8,1,1,1,11,0,8,7,17,17,1,9,18,14,1,17,6,12,25,17,1,1,26,20,36,38,3,11,1,1,3,6,16,36,5,6,14,51,48,53,38,52,56,53,58,54,53,56,57,59,56,56,56,55,56,56
53,2414.0,0,0,0,1,0,0,5,0,6,10,7,0,12,12,5,7,9,16,12,3,13,8,19,23,17,25,19,28,0,3,29,18,30,22,25,24,27,26,22,24,21,30,28,24,29,23,19,34,21,16,6,15,18,25,24,25,25,26,20,27,8,17,26,6,17,17,17,24,17,17
54,2415.0,0,0,0,1,0,0,5,0,6,10,7,0,12,12,5,7,9,0,12,3,17,8,6,10,10,23,5,11,7,20,27,11,29,1,7,28,34,27,39,40,30,28,32,28,40,28,35,26,42,5,40,39,27,41,33,32,41,11,40,30,22,41,36,31,41,41,41,33,41,41
55,2432.0,0,0,0,1,0,0,5,0,6,10,7,0,12,12,5,7,9,0,12,3,17,8,6,21,10,23,23,6,26,20,27,11,31,23,7,22,1,21,29,27,33,9,35,35,24,26,27,47,47,24,48,25,21,45,35,1,44,22,50,19,34,48,8,12,48,48,48,23,48,48
56,2433.0,0,0,0,1,0,0,1,7,2,2,1,5,0,0,1,0,0,5,1,1,18,20,1,16,24,21,1,1,5,25,1,14,21,15,10,31,28,14,30,17,26,25,31,43,36,2,47,32,35,1,43,49,44,38,29,50,45,24,2,41,26,32,31,48,32,32,32,37,32,32
57,2434.0,0,2,2,2,3,2,3,3,3,1,2,11,11,11,11,12,13,11,14,17,19,15,18,20,19,17,17,21,22,16,10,24,17,8,0,19,17,18,11,16,18,13,13,13,14,14,23,19,14,3,18,3,11,22,0,23,13,23,10,13,18,10,15,20,10,10,10,10,10,10
58,2457.0,1,1,1,0,1,1,4,1,1,4,0,10,13,13,15,14,17,10,9,15,20,18,0,0,23,4,20,17,21,22,17,22,6,24,19,13,7,8,18,21,12,22,16,17,23,17,43,16,31,40,0,22,24,17,22,13,22,20,14,7,42,12,7,23,12,12,67,13,67,67
59,2462.0,1,1,1,0,1,1,4,1,1,6,6,1,3,3,8,1,1,1,11,0,8,0,17,17,1,9,18,8,25,17,6,12,25,7,22,1,26,0,19,18,40,11,1,1,34,31,42,5,41,38,32,19,28,16,1,20,28,1,22,0,28,1,58,57,1,1,1,41,68,68
60,2467.0,0,2,2,2,3,2,3,3,3,1,2,2,2,2,3,2,2,2,2,4,1,14,21,11,13,24,24,3,29,21,18,28,23,33,5,33,31,28,27,25,35,32,37,25,32,33,24,23,27,35,21,20,33,11,36,34,15,12,23,2,2,2,29,35,2,2,2,2,2,2
61,2473.0,1,1,1,0,1,1,4,1,1,6,6,1,3,3,0,6,16,17,0,13,5,21,7,6,12,18,10,24,6,1,9,0,1,12,14,14,36,35,32,36,16,3,25,12,9,19,9,27,37,33,27,45,23,33,26,40,34,13,45,28,45,38,62,1,38,38,38,62,38,38
62,2481.0,1,1,1,0,1,1,4,1,1,6,6,1,3,3,8,1,1,1,11,13,8,7,17,17,1,16,18,14,1,28,31,29,12,17,32,27,19,20,36,38,3,26,39,37,43,6,16,36,17,6,46,37,7,52,8,39,51,27,43,24,0,49,13,46,49,49,49,66,69,69
63,2485.0,0,0,0,1,0,0,5,0,6,10,7,0,12,12,5,7,9,0,12,3,17,8,6,10,10,1,5,11,18,7,5,31,10,32,28,11,22,13,10,9,8,21,15,8,7,5,18,17,32,17,30,27,6,26,15,22,36,15,31,10,12,61,22,64,61,61,61,61,61,61
64,2493.0,0,0,0,1,0,0,5,0,6,10,7,0,12,12,5,7,9,0,12,3,17,8,6,10,10,23,5,11,18,20,27,11,31,1,7,22,1,27,29,27,33,9,35,35,24,26,27,35,4,49,10,8,45,7,46,47,10,45,5,45,48,16,49,51,16,16,16,46,16,16
65,2500.0,0,0,0,1,0,0,1,7,2,2,1,5,0,0,1,0,0,5,1,10,2,16,23,18,16,26,26,25,23,27,24,20,27,29,2,26,20,23,33,23,32,23,29,23,16,29,29,29,24,25,33,26,35,0,21,18,27,25,28,20,30,30,35,26,30,30,30,28,30,30
66,2604.0,0,2,2,2,3,2,3,3,3,1,2,2,11,11,14,12,2,18,18,12,12,3,10,1,3,2,2,12,2,12,21,9,3,19,13,3,13,12,25,2,10,39,22,21,19,40,13,44,44,45,42,44,20,2,40,9,20,43,19,46,11,47,43,15,47,47,47,14,47,47
67,2606.0,1,1,1,0,1,1,4,1,4,6,6,6,1,1,0,6,6,14,17,19,0,12,16,15,18,12,15,23,16,19,19,16,20,21,18,15,15,19,17,20,15,18,20,20,18,20,20,21,13,18,17,13,16,18,16,14,18,16,17,12,15,18,21,18,18,18,18,16,18,18
68,2608.0,0,2,2,2,5,2,3,6,8,9,9,8,10,10,10,9,10,8,6,8,9,9,9,14,11,10,7,7,10,8,8,13,11,10,16,5,16,7,8,7,7,7,11,9,8,10,11,14,7,12,8,5,8,3,14,11,14,0,9,8,10,11,11,10,11,11,11,8,11,11
69,2609.0,1,1,1,0,1,6,0,5,4,0,4,6,7,14,7,5,15,6,16,14,7,13,5,5,7,19,13,13,15,6,14,19,18,13,20,17,18,16,23,0,19,20,6,14,17,15,15,13,18,14,16,16,17,20,17,19,17,17,57,60,57,26,16,21,26,26,26,56,26,26
70,2612.0,1,1,1,0,1,6,0,5,4,0,11,6,7,7,7,13,8,6,10,6,14,6,12,12,15,0,14,16,8,10,0,15,9,0,11,21,4,6,34,35,17,1,12,18,0,8,6,42,8,9,5,35,9,37,6,29,8,32,7,6,5,34,10,63,34,34,34,38,34,34
71,2613.0,1,2,3,4,4,4,6,2,5,5,5,3,5,5,4,4,4,3,4,5,3,4,3,4,5,6,6,5,4,5,4,4,5,5,4,4,6,4,4,5,5,5,4,32,5,4,38,6,43,4,31,4,41,5,37,4,5,5,35,4,4,27,4,4,27,27,27,4,27,27
72,2617.0,1,1,1,0,1,1,4,1,1,6,6,1,3,3,8,1,1,1,11,0,8,0,17,17,1,9,4,8,25,17,6,12,25,7,22,1,26,0,19,18,40,11,1,1,34,31,42,5,41,38,32,19,28,16,1,20,28,1,22,0,61,1,27,30,65,65,65,64,65,65
73,2634.0,1,1,1,0,1,6,0,5,4,0,11,6,7,7,7,13,8,6,10,14,14,6,5,12,15,0,14,16,8,10,0,15,9,0,11,6,25,29,6,8,0,31,33,41,35,43,31,31,16,32,37,46,31,43,28,44,42,39,29,14,35,9,48,11,9,9,9,7,9,9
74,2635.0,1,1,1,0,1,6,0,5,4,0,4,6,7,14,7,5,15,6,16,14,7,13,5,5,7,19,13,13,15,6,14,19,18,13,20,17,18,16,23,0,19,20,6,14,17,15,15,13,18,14,16,16,17,20,17,19,17,17,15,23,14,52,59,61,52,52,52,20,52,52
